gene,cluster,avg_log2FC,p_val_adj
Kcnrg,2,1.4027327,7.407216675319727e-206
Col9a3,2,1.5994672,2.6605254022075826e-201
Col8a1,2,1.9455878,1.2690328364464543e-188
Edil3,2,1.1519336,6.888265359969216e-186
Fgf18,2,1.1055032,1.1153016663103117e-173
Rgcc,2,1.0321459,5.2170979841304896e-166
Bmp5,2,1.122207,8.108715351981963e-141
Rtl4,2,1.4244906,6.195584504230181e-137
Trpm3,2,1.1664836,1.0388427448766716e-132
Ypel2,2,1.0154775,8.53302763549728e-128
Unc5d,2,1.1773157,1.6326867306555277e-121
Cacna1d,2,1.092748,2.6027171453719096e-117
Fxyd7,2,1.6409687,8.494440567078546e-117
Pamr1,2,1.465007,3.6136580820966525e-114
Igfbp7,2,1.4619315,2.001348930521638e-113
Ltbp3,2,1.1132789,1.548545426886247e-112
Sorcs3,2,1.1804509,2.8335955419667586e-112
Aspn,2,1.2833576,1.279355081405775e-111
Kctd16,2,1.7004185,6.012465822488452e-107
Dgki,2,1.1255295,7.785652683770542e-107
Kcnip4,2,1.4344879,1.2509526831170407e-103
Pianp,2,1.7213359,5.469556206061041e-103
Grm7,2,1.203795,1.4659131087459642e-99
Rflna,2,1.40268,1.6468696585846281e-97
Tenm1,2,1.489711,5.875620211753479e-83
Hmgcll1,2,1.1286577,4.696421058479511e-78
Adamts15,2,1.1135578,6.692302650565888e-75
Lrrc4c,2,1.1640407,3.253565660762017e-73
Gm16183,2,1.3126041,4.5266901850895854e-73
Chrdl1,2,1.084058,6.481414618465381e-73
Lurap1l,2,1.1251798,2.0070909117598609e-72
Dkk3,2,1.2791206,6.95111634690001e-72
Meox1,2,1.0103806,1.2207574106115741e-65
Nfatc2,2,1.2168254,6.796808224194419e-65
Lingo2,2,1.0001476,2.511522364695744e-62
Tll1,2,1.1518581,9.253205448462795e-51
Hoxd13,3,3.6182642,0.0
Hoxd12,3,3.0569258,0.0
Msx1,3,2.1031628,0.0
Tfap2b,3,2.8187096,0.0
Hoxd11,3,1.427899,0.0
Eva1a,3,2.3222609,0.0
Evx2,3,4.0234213,0.0
Lhx2,3,1.2768977,0.0
Tiam2,3,1.3461381,0.0
Cdh3,3,1.5294255,0.0
Jazf1,3,1.5319145,0.0
Sulf1,3,1.334874,0.0
Fgfr2,3,1.075511,0.0
Serinc2,3,1.2441164,0.0
Msx2,3,1.6998279,0.0
Pde3a,3,1.2475512,0.0
Gdf5,3,2.6382856,0.0
Ifitm1,3,1.4358424,0.0
Pdzd2,3,1.2894415,0.0
Mef2c,3,1.2932979,0.0
Fat4,3,1.2624185,0.0
Gm31790,3,4.114128,0.0
Kcnmb4,3,1.3515818,0.0
Gm38815,3,1.7877179,0.0
Shroom3,3,1.5581126,0.0
Cyp26b1,3,1.3144656,0.0
Papss2,3,2.12788,0.0
Cdc42ep3,3,1.2952446,0.0
Nckap5,3,1.0795147,0.0
Hs6st3,3,1.3517374,0.0
Erg,3,1.3046367,0.0
Prr5l,3,1.8123609,0.0
Fgf12,3,1.9144619,0.0
Erc2,3,1.1944448,0.0
Col9a1,3,1.0313907,0.0
Adamts5,3,1.6046113,0.0
Wif1,3,1.340477,0.0
Pcsk6,3,1.9676913,0.0
Tspan18,3,1.299131,0.0
Thsd7a,3,1.2383423,0.0
Sned1,3,1.2594169,7.43911526784237e-307
Dbx2,3,3.6779773,3.146969335007295e-306
Bmp2,3,1.5068824,2.1425919947152898e-280
Dlx5,3,1.8179247,5.363155215576889e-279
Sorbs2,3,1.1654866,3.168304880047276e-270
Dipk2a,3,1.1990921,8.56191867257194e-269
Hottip,3,3.741254,2.925439127769606e-265
Zfp536,3,1.4889213,1.8841708163813192e-257
Dhrs3,3,1.1975867,1.0770724274699463e-252
Arhgef28,3,1.3142606,8.194271403881369e-251
Rundc3b,3,1.655485,8.691182976587284e-245
Aldh1a2,3,2.9518278,6.623892503152086e-239
9430024E24Rik,3,1.03892,1.1135026420868974e-238
Cox4i2,3,1.2227367,1.0728124805602492e-235
Mcub,3,1.5925926,5.76978764141781e-214
Irx1,3,1.4122335,1.7585173208505744e-206
Col9a3,3,1.5924146,3.2718376724028677e-203
Frmd5,3,1.5251845,2.709582174808206e-202
5930403L14Rik,3,1.1522179,4.80752984160148e-202
Gm12827,3,1.5652257,1.917250680536576e-179
Rffl,3,1.3463026,3.498398750696851e-174
Entrep2,3,1.178633,7.753073030304855e-168
Tafa2,3,1.2471945,1.4645138518597838e-155
Gm34030,3,1.0489668,1.4727670308052052e-154
Kctd8,3,1.4232334,2.321404833809557e-152
Cacng4,3,1.0629458,1.2623584761034344e-148
Ism1,3,1.0082556,2.6471223408634086e-146
Kcnt2,3,1.3653606,7.317887148162338e-146
Trpm3,3,1.0183036,5.206943887749299e-145
Gm16070,3,1.1844567,1.7682865264457125e-143
Bmper,3,1.13556,1.4713667999096154e-135
Evx1os,3,2.9786482,1.579793853050333e-135
Cadps2,3,1.3691226,8.871003168196097e-130
Stac,3,2.3040507,1.0641215571456536e-129
Rdh10,3,1.2024821,4.450011605474333e-128
Prdm16os,3,1.6319959,2.3154741546684845e-120
Gja3,3,2.0065882,1.3498223326731328e-118
Samd12,3,1.4883204,5.946998720510839e-108
Itga11,3,1.5086443,2.394147019760042e-105
Rprm,3,1.0625927,4.8657483840407144e-104
Mafb,3,1.3882344,1.3078236558663077e-103
Gm10561,3,1.3986456,5.778978379460264e-103
Slc16a10,3,1.092981,3.1363153428682048e-99
Syndig1,3,1.6449494,4.735005473724666e-90
Grin3a,3,1.5342786,1.085405501976948e-84
Rasgef1b,3,1.2244039,4.28625538798982e-82
Cux2,3,1.1396822,1.0997528396783558e-77
2900060L22Rik,3,1.2633901,2.8993227101166564e-77
Hhip,3,1.4564979,4.710006121329505e-75
Ndrg2,3,1.3588216,1.1267685662779508e-68
Gm26803,3,1.3996726,9.12655498310851e-64
Gm32497,3,1.2464134,8.689184257078478e-56
Gm39752,3,1.3817958,2.068274377168407e-55
Gm32618,3,1.0899743,9.317132447109812e-53
Dcn,4,4.281035,0.0
Lum,4,4.0674715,0.0
Col6a2,4,3.4951751,0.0
Col6a1,4,3.6521714,0.0
Plagl1,4,2.8639808,0.0
Col6a3,4,3.1634243,0.0
Plac9,4,4.373091,0.0
Agtr2,4,3.9136229,0.0
Anxa2,4,2.1691232,0.0
Col5a1,4,2.6170847,0.0
Gxylt2,4,2.2071812,0.0
Hic1,4,2.8767848,0.0
Igf1,4,3.0930896,0.0
Osr1,4,2.5152574,0.0
Dkk2,4,2.6347547,0.0
Cxcl12,4,2.7467966,0.0
Crip1,4,2.9796667,0.0
Copz2,4,2.0989094,0.0
Emp1,4,2.3922272,0.0
Ogn,4,2.9053144,0.0
Postn,4,3.4316123,0.0
Ly6h,4,3.3173797,0.0
Dpysl3,4,2.4963846,0.0
Mirg,4,2.5031273,0.0
Emp3,4,2.1483986,0.0
Akap12,4,2.8430188,0.0
Tmeff2,4,3.3351033,0.0
Nbl1,4,1.9587307,0.0
Col14a1,4,3.5895288,0.0
Col12a1,4,2.3081484,0.0
Creb3l1,4,3.4555442,0.0
Cmtm3,4,1.7581375,0.0
Rhoj,4,2.0850687,0.0
Kctd12,4,1.81396,0.0
Nrk,4,1.9173263,0.0
Nfix,4,1.752981,0.0
Ahnak,4,1.7580992,0.0
Pmp22,4,1.8855268,0.0
Anxa6,4,1.6202034,0.0
Egfl6,4,2.8875756,0.0
Lama4,4,2.1027868,0.0
Bgn,4,1.8351678,0.0
Igfbp5,4,1.8290169,0.0
Hbb-bs,4,1.8630484,0.0
Sulf1,4,1.5097288,0.0
Kdelr3,4,2.8134167,0.0
Ebf2,4,2.04909,0.0
Sec24d,4,2.1301236,0.0
Vkorc1,4,1.5869545,0.0
Lox,4,3.0926242,0.0
Fbn1,4,2.0326233,0.0
Eln,4,2.6509998,0.0
Adam33,4,3.7400167,0.0
Glipr2,4,1.7624897,0.0
Adamts12,4,2.3501842,0.0
Axl,4,2.129452,0.0
Abi3bp,4,3.712537,0.0
Adamtsl1,4,1.7496084,0.0
Lmna,4,1.8779087,0.0
Adamts2,4,3.0390697,0.0
Fibin,4,1.9597905,0.0
Lrrc17,4,2.4634602,0.0
Jun,4,1.4912204,0.0
Ntm,4,1.9242672,0.0
Zfp385b,4,3.0518117,0.0
Smoc2,4,2.113405,0.0
Piezo2,4,1.5785583,0.0
Tmed3,4,1.370218,0.0
C1qtnf2,4,3.9868293,0.0
Hivep2,4,1.853983,0.0
Pth1r,4,1.5416849,0.0
Klf6,4,2.0308888,0.0
Selenop,4,1.6738092,0.0
S100a6,4,3.122052,0.0
Ccn4,4,2.132319,0.0
Arhgap6,4,1.8035744,0.0
Arhgap31,4,1.4587436,0.0
S1pr3,4,1.4443011,0.0
Cdc42ep5,4,1.3303728,0.0
Fkbp7,4,1.597245,0.0
Cxcl14,4,1.4861269,0.0
Myl9,4,1.6824692,0.0
Lsamp,4,1.8724613,0.0
Gpc4,4,1.3823333,0.0
Enox1,4,1.4199821,0.0
Gpx7,4,1.3256896,0.0
Zeb2,4,1.5800482,0.0
Igdcc4,4,1.6300265,0.0
Pde7b,4,2.2299552,0.0
Fos,4,1.933724,0.0
Angptl1,4,2.4700649,0.0
Slc16a2,4,1.5878241,0.0
Phlda1,4,1.4796574,0.0
2700069I18Rik,4,1.41109,0.0
Rtl3,4,2.6637607,0.0
Crtap,4,1.6499332,0.0
Flnc,4,2.1438637,0.0
Thsd4,4,1.6652395,0.0
Fndc1,4,3.9373121,0.0
Adamts9,4,1.5945778,0.0
Dcc,4,1.9803356,0.0
Klf7,4,1.45439,0.0
Igfbp3,4,1.857149,0.0
AW551984,4,3.1400423,0.0
C1qtnf6,4,1.8535626,0.0
Sorcs2,4,1.4656185,0.0
Pea15a,4,1.3587047,0.0
Olfml3,4,1.758306,0.0
Nid1,4,1.5151345,0.0
Adam12,4,2.112176,0.0
Il1rapl1,4,2.4966316,0.0
Rhob,4,1.4158751,0.0
Tmem26,4,1.882666,0.0
Osr2,4,1.6921465,0.0
Adamts17,4,1.6735133,0.0
Npdc1,4,2.6828182,0.0
Nav3,4,1.9231219,0.0
Cavin3,4,1.9560468,0.0
Tmem45a,4,2.031025,0.0
Tbx3os1,4,1.9607608,0.0
Tgfb1i1,4,2.184843,0.0
Cd248,4,2.0828474,0.0
Tmcc3,4,1.9870063,0.0
Fam114a1,4,1.7153487,0.0
Cbx6,4,1.3825343,0.0
Cnrip1,4,1.8312758,0.0
Tfpi,4,2.045458,0.0
Islr,4,1.6804754,0.0
P3h3,4,1.2561938,0.0
Ptprm,4,1.0982369,0.0
Egr1,4,1.8219734,0.0
Fam110b,4,1.1302665,0.0
Kitl,4,2.3268318,0.0
Tgfbr2,4,1.4192351,0.0
Rarres2,4,2.9648461,0.0
Klf4,4,2.1985097,0.0
Colec12,4,1.1757408,0.0
Cd44,4,2.7392097,0.0
Gng11,4,1.2371752,0.0
Tmem100,4,2.3823383,0.0
Srpx,4,2.74622,0.0
Pdpn,4,1.6851463,0.0
Samd5,4,1.7062472,0.0
Arhgap20,4,2.9484093,0.0
Fcgrt,4,2.068804,0.0
Gas7,4,2.1556075,0.0
C1qtnf4,4,1.4016063,0.0
Mn1,4,1.3769172,0.0
Svep1,4,2.2925663,0.0
Fkbp14,4,2.0217285,0.0
Plcl1,4,1.9318461,0.0
Nfic,4,1.3056629,0.0
Grm7,4,3.0328002,0.0
Cntfr,4,1.8898436,0.0
Scarf2,4,1.1037825,0.0
Tent5a,4,2.421754,0.0
Loxl2,4,1.4785695,0.0
Nagk,4,1.4096632,0.0
Loxl1,4,1.6938868,0.0
Ly6e,4,1.2853614,0.0
Galnt17,4,1.9424026,0.0
Cyp7b1,4,1.8875289,0.0
Nlgn1,4,1.6329901,0.0
Zcchc24,4,1.6288338,0.0
Ikbip,4,1.4955672,0.0
P3h4,4,1.2282147,0.0
2610316D01Rik,4,1.5460069,0.0
Ntn1,4,2.0829344,0.0
Eps8,4,1.7915243,0.0
Abca9,4,3.3851545,0.0
Lsp1,4,1.5822239,0.0
Thbs1,4,2.1007764,0.0
Armcx3,4,1.1458924,0.0
Dnm3,4,1.2902502,0.0
Fgf7,4,3.467222,0.0
Ncam2,4,2.8065536,0.0
Fap,4,2.0471988,0.0
Rnase4,4,2.525264,0.0
Fxyd1,4,2.0919032,0.0
Cd34,4,2.221566,0.0
Scara3,4,2.1105554,0.0
Emx2,4,1.8404522,0.0
Gsn,4,2.0117202,0.0
Septin8,4,1.3557206,0.0
Nr3c1,4,1.6442206,0.0
Cavin1,4,2.0654252,0.0
Fgf18,4,1.9419713,0.0
Camk2n1,4,1.8355006,0.0
Cthrc1,4,1.3036821,0.0
A230057D06Rik,4,1.0670543,0.0
Man2a1,4,1.0534362,0.0
Rab11fip2,4,1.0183945,0.0
Arhgef25,4,1.0995293,0.0
C1qtnf7,4,2.6150873,0.0
Prr5,4,1.2959007,0.0
Plpp5,4,1.5661095,0.0
Aebp1,4,2.20455,0.0
Pgap4,4,1.6537771,0.0
Stard9,4,1.6788846,0.0
Galnt16,4,2.373311,0.0
Tnfsf12,4,2.5064843,0.0
Camk1,4,1.019553,0.0
Ehd2,4,1.870539,0.0
Nova1,4,2.1223373,0.0
2310067E19Rik,4,1.3841934,0.0
Hyi,4,1.1707085,0.0
Vat1,4,1.6828413,0.0
Myadm,4,1.941162,0.0
Kcnk2,4,1.7118785,0.0
Aspn,4,2.7215714,0.0
Gpr153,4,2.750461,0.0
Opcml,4,2.420909,0.0
Rab30,4,1.3291886,0.0
Ccdc80,4,1.4928191,0.0
Egfr,4,1.4279915,0.0
Matn2,4,2.3251343,0.0
Fkbp10,4,1.0727453,0.0
Vstm4,4,2.5406494,0.0
Ggta1,4,2.146994,0.0
Lrig1,4,1.2409211,0.0
Arsb,4,1.5621986,0.0
Col16a1,4,2.497466,0.0
Tmem9b,4,1.2889718,0.0
Rspo1,4,3.25822,0.0
Emx2os,4,2.231551,0.0
Ctnna2,4,2.2464485,0.0
Ccbe1,4,2.5235136,0.0
Fbln5,4,1.69888,0.0
Cdc42ep2,4,3.139006,0.0
Nlgn2,4,1.4852833,0.0
Ntrk2,4,2.620683,0.0
Tmem158,4,1.6699679,0.0
Hecw2,4,1.3376565,0.0
E330013P04Rik,4,2.528972,0.0
Ramp2,4,1.5015048,0.0
Irx1,4,2.5315988,0.0
Thbs2,4,3.0979788,0.0
Mfap5,4,4.263259,0.0
Pcsk5,4,1.0347853,0.0
Apcdd1,4,1.3624855,0.0
P3h1,4,1.5515841,0.0
Htra1,4,2.5462892,0.0
Srgap3,4,1.3251641,0.0
Smim27,4,1.1867865,0.0
Cebpb,4,1.9013351,0.0
Heg1,4,1.1819826,0.0
Trp53i13,4,1.0889865,0.0
S100a13,4,1.5020783,0.0
Zfp9,4,1.4565357,0.0
Taok3,4,1.50787,0.0
Gm53259,4,1.8211026,0.0
Gm11627,4,2.4745545,0.0
Chsy3,4,1.1659483,0.0
Gria3,4,1.6360317,0.0
Pcdh15,4,1.676722,0.0
Numbl,4,1.4374152,0.0
Atp2b4,4,1.5483458,0.0
Hba-a2,4,1.0530871,0.0
Penk,4,2.7048137,0.0
Prss35,4,2.7060654,0.0
Cacna2d3,4,2.1970522,0.0
Igsf10,4,1.9648782,0.0
Pcdh9,4,1.00686,0.0
Slc39a13,4,1.2903094,0.0
Dpt,4,4.4514756,0.0
Zfpm2,4,1.4811339,0.0
Pid1,4,1.1500467,0.0
B3gnt9,4,2.6707761,0.0
Itga8,4,1.273757,0.0
Unc5d,4,1.924475,0.0
Ngfr,4,1.8919365,0.0
Ifi27,4,2.6280992,0.0
Rpl39l,4,3.5767024,0.0
5031426D15Rik,4,3.3921974,0.0
Dock9,4,1.3189442,0.0
Lysmd2,4,1.225101,0.0
Ctsk,4,2.4976845,0.0
Itih5,4,2.3781984,0.0
Snx21,4,1.2283667,0.0
Sh3rf3,4,2.2038898,0.0
Tppp3,4,1.8141818,0.0
Dchs2,4,2.7402556,0.0
Gm47340,4,2.2634475,0.0
Fez1,4,2.267509,0.0
Hbb-bt,4,1.4389336,0.0
Rgma,4,1.0246267,0.0
Niban1,4,2.7577548,0.0
Sema3c,4,1.299039,0.0
Tm4sf1,4,2.4127789,0.0
Elf4,4,1.9076151,0.0
Gm39452,4,1.3162779,0.0
Serping1,4,2.086564,0.0
Gap43,4,1.0442895,0.0
Gm46183,4,1.1436187,0.0
B3galnt1,4,1.2134777,0.0
Col24a1,4,1.7341192,0.0
Il1rapl2,4,2.4059696,0.0
S1pr2,4,1.0053467,0.0
Gm11837,4,1.6700678,0.0
Blvrb,4,1.0445434,0.0
Tubb2a,4,1.1861202,0.0
Hoxc5,4,1.8309784,3.27766352936904e-309
Itpripl2,4,1.6661047,2.2400933604068766e-308
Lrrc7,4,2.4108608,1.1200008468385e-307
Inhba,4,2.02751,1.023406277256318e-304
Fndc10,4,1.7476057,1.7585365033265254e-301
Cacnb3,4,1.1322422,2.3050611764908652e-301
Arfgap3,4,1.0017602,3.387134436123272e-301
Pik3r1,4,1.0151398,1.6237263306768945e-298
Pcdh10,4,1.7531078,7.103640732430914e-297
Vcam1,4,1.0753455,4.633245912838416e-296
Adamts15,4,2.1496942,4.3353892124257003e-293
Meis3,4,1.9344196,3.6528934596105585e-287
Fst,4,1.8150686,3.816050740280061e-286
Thy1,4,3.332907,3.133856914604871e-284
Hoxc4,4,1.3019329,1.0090465781045752e-281
Nrg1,4,1.4048647,1.135600437008328e-280
Adam19,4,1.0692952,2.0946570572222844e-277
Gpr27,4,1.7508923,4.190363308473109e-272
Uchl1,4,1.4213115,7.913968634613002e-271
Sh3gl3,4,1.3110822,2.222241608679307e-264
Plat,4,2.9514835,9.531037196060761e-263
Id4,4,1.375841,9.952904472180509e-262
Kcnb2,4,1.2753379,2.0698432377553874e-260
Grin2b,4,2.7220416,9.195310910954797e-260
Brdt,4,1.5817676,1.4510236930699458e-259
Zfp469,4,2.832844,2.1307265140013306e-259
Htra3,4,2.855943,5.916775774689826e-259
Col6a6,4,3.730441,1.3210877744604062e-258
Cltb,4,1.1763747,1.1022450876162088e-257
G0s2,4,1.6243346,2.3516136306368526e-255
Fam174b,4,1.4080274,3.8789901249305316e-255
Pappa2,4,3.2033727,1.7519201207186506e-254
4930578G10Rik,4,2.9219303,2.6555482152351703e-252
Adam22,4,1.2367957,4.2162546292326264e-250
Zdhhc9,4,1.2329711,7.91836144688399e-249
Ntrk3,4,3.0014436,3.4582892133486064e-245
Nebl,4,1.8586441,7.234173526961741e-243
Sfrp1,4,1.0232513,8.713515192609778e-243
Gm53256,4,1.9328681,1.2440760343089255e-240
Socs1,4,1.4007684,4.1147663040555575e-239
Arap1,4,2.0808427,2.434730905983152e-238
Ptx3,4,2.149166,1.9825850479474852e-237
Hoxb2,4,1.0045577,2.7795013446103876e-231
Mxra8,4,1.3432444,7.938546592777052e-230
Ston1,4,1.1510798,8.746910518795938e-229
Fam111a,4,1.046008,4.4386138418416343e-228
Smim1,4,2.395656,5.221965141638828e-228
Ttyh2,4,1.4265038,5.510980835951908e-228
Abcc9,4,3.7082553,4.3673200753434835e-223
Asap3,4,1.6340154,5.903208655088875e-223
Adarb2,4,1.5975134,7.579435421344506e-223
Tgfb3,4,1.1513991,2.330612024612503e-222
Nrxn1,4,1.6253091,1.8185440507335373e-220
Kcnj8,4,4.538049,1.4440064907083267e-218
Flrt1,4,1.3445492,4.48817994345129e-213
Rtl4,4,2.2368689,6.425571388955702e-212
Gm53955,4,1.7763479,7.773778062549563e-211
Paxx,4,1.2600194,3.270458718376062e-208
Nrgn,4,2.721805,1.6337557277776986e-207
Sema6d,4,1.864392,1.8328754260284595e-207
Kcnab1,4,1.0469539,3.7147435925755475e-207
Marveld1,4,1.1324953,7.918262157663961e-207
Abca8a,4,4.553026,1.3371137049356595e-206
Scara5,4,2.539684,1.0188315513875465e-205
Vstm2b,4,2.1172476,1.8040880561849912e-205
Lin7a,4,2.3559334,7.650664004817179e-205
Prr16,4,1.0231591,4.797153266966379e-204
Dusp10,4,2.165546,3.4630160794889746e-203
Gm52810,4,1.4425727,6.0249887287032425e-202
Entrep2,4,1.2705511,8.17221568474567e-197
Thbs4,4,3.4801197,2.7374015504510753e-196
Lingo2,4,1.891491,2.9137642877756426e-195
Gaa,4,1.3654052,6.2835995291110484e-195
Nt5e,4,2.7853422,6.582633985906175e-195
Chpf,4,1.1593928,2.377661853521114e-190
Dmrt2,4,2.620252,3.534605067249383e-190
Dgkb,4,2.9720063,5.67952194161003e-187
Sema5b,4,1.8748751,1.7213978638530932e-185
Sorcs1,4,2.123338,2.7960984649223314e-185
2510009E07Rik,4,1.1715026,2.1484855896185605e-180
Irx5,4,1.067961,2.2383489662443976e-180
Camk1d,4,1.2578692,2.4498289601462914e-180
Eeig2,4,1.0181609,3.320436150397814e-180
Rgcc,4,1.2703631,9.891887598992729e-180
Pdzd4,4,1.0508145,2.539920559079126e-178
Rab40b,4,2.1117463,6.667855544448807e-174
Klf14,4,3.2827852,5.292773512177647e-173
Col8a2,4,1.4118816,8.149244627810509e-173
Grem2,4,2.930697,1.3083503523563083e-172
Ppp1r13b,4,1.1363196,2.7882224768959375e-171
Zfp575,4,1.5459601,1.078083904852734e-170
Veph1,4,1.9728122,8.095642736329101e-170
Fndc5,4,1.0131004,5.5401617476818705e-167
Adcy2,4,1.0137844,1.8176335391722193e-165
Clec3b,4,4.3368444,1.503873910654857e-164
Gm52229,4,1.8557463,3.976510888416569e-164
S100b,4,1.8510278,1.1100769585324524e-163
Rtl8a,4,1.0635173,1.5798868141344976e-163
Gdf10,4,1.6626775,4.5055673026010105e-161
Glt8d2,4,2.3193414,5.87752738368817e-159
Arsj,4,2.1764624,1.1199145935736748e-157
Trabd2b,4,1.2233291,1.0060832811092491e-156
Begain,4,2.3182733,2.276822710856739e-155
Cdh18,4,2.9806602,4.722053450926059e-155
Lrrtm3,4,3.044821,1.7586044114234015e-153
Tmem200a,4,1.8783786,3.8793182648235137e-153
Syt13,4,3.2733395,2.3684253935760515e-152
Ltbp4,4,1.4060993,5.7932239735636695e-151
Sparcl1,4,2.019664,1.618995180745791e-150
Tmem200b,4,1.5197611,1.8095276680163105e-150
Ngf,4,1.4913789,7.224589150324954e-150
Lingo1,4,2.383304,4.002889247416869e-148
Kera,4,3.1677778,5.5165227499039734e-148
Gfra1,4,1.1483349,1.1947072571902355e-147
Emp2,4,1.3882569,7.747030539358499e-147
Nexmif,4,1.1635324,2.7082873287479605e-146
Pgm5,4,1.2773539,6.088783422218202e-146
Emilin3,4,1.6891278,1.3426384056953487e-144
Zfp512b,4,1.0076674,7.942842340551838e-144
Calml4,4,2.0693433,1.248496259405196e-143
Pxdc1,4,1.6577765,2.992293997496731e-142
Mgp,4,1.0927147,8.269853203201971e-142
Wnt2,4,3.0899863,3.136274503590633e-141
Nr3c2,4,2.1785793,3.3961532454434383e-140
H2-T22,4,1.1515805,2.2734202117519818e-139
Il6st,4,1.0642864,6.7386045695533e-139
Gata6,4,2.3192132,4.808636330989651e-138
Pappa,4,1.2969639,5.280201122278115e-138
Vldlr,4,2.1409712,7.94318454140234e-137
Efemp1,4,2.0643811,4.551609129028795e-136
Zfp804b,4,2.5407012,1.1712409971699648e-135
Emilin2,4,1.0711128,1.5467174533122046e-135
Klf2,4,1.4327719,7.482355415979769e-135
Tcta,4,1.4016484,1.5861597915824487e-134
Radil,4,2.8032734,8.382976301563995e-134
Chst14,4,1.013826,1.441415170867152e-133
Apba1,4,2.1455634,1.8726264503784577e-133
Il17d,4,1.9010539,2.3001817081302548e-133
Myo1c,4,1.1312702,2.461216321559527e-132
Cntn3,4,1.7933357,1.6863258635440221e-131
Phex,4,2.0069673,5.214496853830636e-131
Ccdc106,4,1.1553264,3.4689067249311415e-130
Cbln2,4,2.7387211,8.586490657309155e-130
Ripor3,4,1.8597336,2.4914913098053613e-128
Prokr1,4,3.5518222,1.1928542118280943e-127
Nxnl2,4,2.0949795,8.963512862319815e-126
Pcdh11x,4,1.042357,5.038428159930403e-124
Rgs7bp,4,1.9303498,1.3540963619641852e-123
Smim29,4,1.0836022,2.3173090379233948e-123
Adamtsl5,4,3.2524202,3.825953623931187e-123
Lrfn5,4,1.9763259,1.8463714124647158e-122
Apod,4,1.94593,2.5420305336980125e-122
Morc4,4,1.2925949,2.0064040517418866e-121
Irx2,4,1.4183105,2.138813751469699e-121
Nalf1,4,1.7700614,2.257887338055622e-121
Meox1,4,1.452535,2.9793143899228145e-121
Ncald,4,1.1247787,2.5148153013916872e-117
Clec2l,4,2.1066966,1.0564528334598286e-116
Mdga2,4,1.4482255,1.0205800365550211e-114
Tnks1bp1,4,1.3093408,1.84008841101265e-114
Csgalnact2,4,1.209143,4.171545878740656e-114
A730056A06Rik,4,2.2223482,1.522286701344487e-113
Iqsec2,4,1.2853147,3.0526524493677524e-112
Zim1,4,1.5579427,4.202382974215179e-112
Gas6,4,1.5190645,8.994469858257378e-112
Fosb,4,1.8647363,1.4617595361003303e-111
Pamr1,4,1.5658878,3.772027342594691e-111
Tex15,4,1.3643014,7.630760243741108e-111
Poglut3,4,1.2842942,3.521084278251012e-110
Zbtb47,4,1.1269331,1.1782755110344979e-108
Tcea3,4,1.6015056,1.787763394506092e-108
Dpp6,4,1.4690738,5.992478053333353e-108
Mmp23,4,2.1162345,6.629729074030456e-108
Zeb1os1,4,1.7995478,1.2742497258941523e-107
Clu,4,2.4355593,8.272161085898791e-107
Vegfc,4,1.0589156,4.447190756546218e-106
En1,4,1.6922505,4.985729175238244e-106
Kcnrg,4,1.1385893,1.4485206439749897e-105
Fzd8,4,1.4398476,1.751141984234862e-105
Kcnn2,4,2.4583986,8.888790751045099e-105
Eif2ak3,4,1.0141507,2.258049029163263e-102
Ltbp3,4,1.1319757,7.3299558060128e-102
Trpm5,4,2.0856824,8.720187433244873e-102
Fxyd7,4,1.5004089,6.738320344166459e-101
Nrn1,4,2.3242214,2.0664984874103254e-100
Itga1,4,1.6457992,2.1775753378821996e-100
Sult5a1,4,1.2381562,3.8006992325207233e-100
Prss12,4,2.3069546,5.19254318309192e-100
Tmem150c,4,2.6262069,5.450885164159004e-100
Cercam,4,1.6451355,6.171657619318112e-100
Reps2,4,1.6521981,1.573140662403484e-99
Gfra4,4,1.1606103,5.054632965338594e-99
Rgs17,4,2.1049848,8.573152276282629e-96
Hif3a,4,1.029342,1.3954050483827778e-95
Wnt11,4,1.7047869,4.609839265372528e-95
Esyt1,4,1.6368823,1.127420174216408e-94
Ripor2,4,1.8735284,7.359327092124448e-94
Rps6ka4,4,1.7077675,8.385954198579202e-94
Lncppara,4,1.0360858,1.431926186898392e-93
Stc1,4,1.3150349,1.6982932604530573e-93
Pld1,4,1.6485012,1.91975994620509e-93
Tbc1d8b,4,1.0742306,3.024478713708338e-92
Rassf2,4,1.9398987,1.1052817699537789e-91
Lgr5,4,1.5346841,1.2396503003459665e-91
Pde10a,4,1.1136514,2.850425134848553e-91
Cpt1c,4,1.0264034,6.700683445363611e-91
Abca8b,4,1.6762178,7.424865577088558e-91
Grk3,4,1.1353812,3.947948159913212e-90
Cdkn2c,4,1.5953332,4.697914691153928e-90
Metrnl,4,1.4215566,2.6240106292902104e-88
Mtmr1,4,1.0321678,1.5039123898131934e-85
Klhdc8b,4,1.0503001,1.1522876597889458e-83
Casz1,4,1.7723144,3.67799413082312e-83
Cavin2,4,1.0947622,1.1890390440696747e-82
BC028528,4,1.3658597,8.225901140259176e-82
Pheta2,4,1.8881391,1.7761389859725058e-81
Lrrc4c,4,1.2830338,3.0918857769919118e-80
Tceal5,4,1.091362,3.809005486825267e-79
Ephb1,4,1.7376714,3.678115095366338e-78
Abca5,4,1.3099788,5.445657658522431e-77
Zmat1,4,1.2656442,7.239461261494533e-77
